,CT1-CT1,CT1-CT2,CT1-CT3,CT1-CT4,CT1-CT5,CT2-CT1,CT2-CT2,CT2-CT3,CT2-CT4,CT2-CT5,CT3-CT1,CT3-CT2,CT3-CT3,CT3-CT4,CT3-CT5,CT4-CT1,CT4-CT2,CT4-CT3,CT4-CT4,CT4-CT5,CT5-CT1,CT5-CT2,CT5-CT3,CT5-CT4,CT5-CT5
gene101-gene2,0.003376017791283243,0.015174051812069728,0.002627027789743454,0.0019995965766224375,0.0014144179556499752,0.01608627335027204,0.08237108044151407,0.01409831369086686,0.00929225409387326,0.0066803777317098354,0.0012836943696260769,0.006199013589433664,0.0011530215964686995,0.0007650920194850337,0.0005481387767863411,0.00010954309702067133,0.0005023866303061636,9.610355331496543e-05,6.313216783174769e-05,4.597904303353388e-05,0.0,0.0,0.0,0.0,0.0
gene102-gene6,0.01536459530819636,0.007616658188455274,0.010823989677324775,0.019777121431108616,0.003283531521686329,0.001046673993655832,0.000599938478634578,0.0008463639529701736,0.0013236854258229349,0.00027167144651678375,0.00450773760233229,0.002328172441793939,0.0042236498584350924,0.006301894531490295,0.001198779512899349,0.005603557165355573,0.0028261984105165923,0.004593916367116528,0.009548115747229677,0.001562823174037931,0.0,0.0,0.0,0.0,0.0
gene103-gene10,0.00041314462065808824,0.00010552488514805454,0.00039160299402372245,0.0025375686240956073,0.004026837058174144,0.0010283650413774536,0.00020577801648614206,0.0014622521507432562,0.007254022038412134,0.013541836353564565,0.0003470165556768598,4.57015292453693e-05,0.000513824183840404,0.002413875114807666,0.004069258924279502,0.0002737741300201096,7.870834777133147e-05,0.00029983140441686927,0.0023002738106526607,0.0033192619658611077,0.00019685122962028942,5.118872498946675e-05,0.0002950721200187955,0.00168749536597422,0.0029234615475152124
gene104-gene19,0.0020582216434336716,0.0032750698240880107,0.0022613749554999734,0.0014588676531648113,0.0013116650063289938,0.011993094052875686,0.021204330824090255,0.016128520884783584,0.008731697763825961,0.008158197596401951,0.004169875135959548,0.006284875337124593,0.005931084150975233,0.0027164940750545197,0.0024666506787638263,0.0005796751216325116,0.0007990321922911028,0.0007963603104672067,0.00040644584218671014,0.00033739604248900115,0.0079326820534495,0.013056428340739033,0.010230015842624597,0.006243318478718721,0.005823695722628375
gene105-gene80,0.001872410243346885,0.0004821512103971265,0.0008731544837140728,0.001755649461779586,0.0008440986970978694,0.004268627958145925,0.00175109053917504,0.002753828095417182,0.005120112578748608,0.002320774859967076,0.005098801870843431,0.0017340396057091217,0.0038060940590922466,0.006759606708392348,0.0026434065179036046,0.000873381108071781,0.0002267057441191998,0.00039932465046169736,0.001126750653023928,0.00041959221621413936,0.002345982504654713,0.0008404687283024993,0.0014891933542898494,0.0032678524380823806,0.0013866343825090584
gene99-gene91,0.00377335935435327,0.002415357576217315,0.0007311020173693093,0.006959212233483605,0.004751208326729625,0.0030008122099928593,0.0028515931294697105,0.0007340699665745395,0.006720236489171785,0.005152962261812703,0.004336222762902535,0.003671536143391718,0.0011808219899705277,0.01046069258300006,0.007486218503106402,0.003699259203647694,0.0025902450453699458,0.0008857317296596968,0.00923112026630497,0.005955288208849441,0.0031202050549181013,0.0025946879026969016,0.0007858248893549452,0.007066080652963745,0.005381595247131729
