UMAP_1,UMAP_2
-2.54164970064163,3.56004780291021
1.94241082525253,0.768639264091849
-2.35988748216629,0.590419707283377
-2.4581664814949,0.427568135246634
-2.4491447224617,1.37727564333379
1.2964801774025,0.107190070137381
-3.06583297395706,3.94312923906744
-2.08351552629471,0.564267811760306
-2.81885659837723,3.45532768724859
-3.34139192247391,3.21803778170049
-2.13090980195999,1.10002058504522
2.2760293469429,-0.175495924964547
-2.43635785722733,0.19470423220098
2.00805294370651,0.771009383186698
-3.24156224870682,2.74545353411138
2.01523840284348,0.425411400780082
-2.50825679445267,0.876969752296805
-1.83010852479935,4.11214560030401
1.77706277227402,-0.283772292152047
1.5000398144722,1.10602086542547
0.838932393550873,2.34755676744878
-2.49970853471756,4.00770538805425
-1.99489724779129,1.04819386957586
-2.32805860185623,0.34227937220037
-3.12752187395096,3.59568947313726
-2.63372600221634,4.38823431490362
-2.62101161623001,0.719551024422049
-3.07130038881302,3.43589132784307
-2.56895911836624,4.25675171373785
0.727990029811859,2.13227957247198
-2.7628916516304,1.02924936769903
0.734639285564423,2.58346003054082
1.43483447885513,2.08370321749151
-2.58217752122879,4.07402008531988
-2.29512345933914,0.875746903404593
-2.05070579195023,4.48419064043462
1.28934812402725,-0.0386796617656948
-2.5804456486702,0.804617581352591
-3.1795290722847,3.73021286486089
-2.86753261232376,0.570464310631156
1.28988110876083,-0.0241292143017056
1.5434032664299,2.17248552797735
1.07299053525925,2.61092680452764
1.39679658269882,1.50467556475103
0.662345765590668,3.16255968569219
-0.30547607088089,-2.39806482435763
1.82598662233353,-3.20703137160838
0.856574176311493,3.06592815874517
2.23749261951447,-3.28443926812708
-1.94651401185989,3.91204613207281
0.72663390493393,-0.253350796714425
1.90960776662827,-3.98013335706294
2.28767788267136,-4.24259025098383
-2.36467969560623,3.82899445055425
0.626428006649018,2.77050131319463
-2.78131711626053,3.75868242739141
2.00964629507065,-2.92867979647219
-2.84580838823318,3.97535627840459
-2.32224452638626,4.150701699242
0.785359023571015,-0.321216883674264
0.973309873104096,1.64389914034307
-1.67848479890823,1.23892515657842
-1.43586766862869,-0.411563696876168
-0.918783070087433,3.96948688982427
1.1749540553093,2.53028076647222
-3.19222724580765,2.7471086358875
1.73808228826523,0.0320772504657505
1.48069548463821,-3.92975479604304
-1.39320314073563,4.00426691530645
-2.17806089067459,4.45148008821905
