,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
625,1244,0,0,0,225,3128,0,7860,640,599,55,15246,0,0,97,2660,3017,593,263,7835,283,0,0,0,822,203,207,0,376,0,336,98,3033,283,1012,716,1173,362,1242,1174,0,815,0,15345,362,271,503,1955,302,691,1721,13220,0,14531,2649,405,21,0,377,0,5155,3178,124,0,286,0,541,10036,44,110,1883,273,522,559,4533,409,241,65,10089,558,1858,2136,60,0,257,200,172,3962,445,0,420,0,13,768,0,92,380,3238,78,3395,0,0,0,3591,249,366,5537,27108,882,9175
626,619,0,48,404,2957,1796,0,10965,1102,165,95,16715,0,0,213,4741,3066,25,283,5523,40,0,0,0,0,310,0,0,60,0,78,130,1327,481,287,2215,987,711,2179,0,0,808,0,25297,70,32,254,1134,132,1924,0,13789,26,1496,5043,202,0,0,1977,0,3519,5745,0,0,0,0,599,0,59,225,1511,657,3125,0,8460,313,43,34,0,0,229,2667,0,77,367,276,268,5796,0,14,440,0,78,1994,2566,0,257,1875,83,5404,0,0,0,4489,292,978,0,15555,0,3542
627,0,72,0,0,0,122,0,779,2126,240,32,905,0,0,131,813,591,251,127,5390,0,0,0,0,223,0,0,136,23,0,1613,0,90,112,32,1552,193,952,15,242,0,6187,0,2658,338,0,338,342,329,1379,57,0,0,462,7213,59,290,0,468,51481,4070,432,426,0,0,0,71,4532,221,189,866,0,659,34,2991,382,96,4248,0,957,4760,198,243,0,47,990,4933,3438,62,0,10209,0,18,30335,0,169,0,167,54,308,42,0,0,574,2203,1080,141,12715,20,336
628,0,0,0,0,253,361,0,519,12893,301,0,956,0,0,2216,0,3052,234,612,10100,0,0,0,0,0,0,0,0,87,0,4632,0,125,47,225,198,157,8213,0,505,23,20261,0,4161,44,72,80,129,781,13231,66,252,52,139,14576,378,0,219,3099,42722,6098,87,5113,0,0,24,339,2071,0,0,3006,486,290,0,9054,0,0,260,221,0,0,2224,17,52,389,758,3231,1202,0,0,10249,0,37,71546,0,86,0,1712,0,1198,0,0,0,1120,409,0,699,992,0,1842
629,0,0,0,0,3012,0,0,11946,613,239,72,8928,0,0,127,1334,1600,224,356,6462,359,349,3,0,0,0,365,17,953,0,273,0,2607,1001,1601,3715,607,932,1195,0,0,960,0,6886,7,0,34,616,199,1246,0,10445,24,0,4818,370,0,0,2140,0,3283,1399,1617,0,378,0,110,1630,0,0,2379,742,1426,0,8159,492,72,11,6615,5796,0,1452,48,0,341,196,280,7137,0,47,1023,0,19,1185,0,0,100,3196,35,5683,390,0,0,1428,2065,0,977,8311,344,4813
630,0,8,0,0,2440,41,0,666,8826,127,0,1582,0,0,1495,1230,2885,195,723,8079,13,0,15,0,0,410,72,182,95,0,5449,0,179,96,255,977,212,7547,17,0,5,21897,0,5008,62,285,1142,110,0,5742,0,377,0,274,7161,105,1237,0,365,0,6076,250,399,0,2244,73,158,1244,50,376,3181,1309,222,0,2444,0,12,730,510,275,3946,331,91,42,445,278,3823,2001,35,111,2532,0,82,25751,90,0,82,1325,0,1235,0,0,0,3577,1509,0,88,829,5,3920
631,0,69,0,0,0,1490,0,7637,877,409,0,25778,0,0,102,1755,2171,400,430,7526,0,76,0,0,0,307,0,0,148,389,826,93,2409,985,1269,1605,1040,533,5987,189,0,1038,0,30824,130,79,257,1754,172,1067,482,10686,21,7807,6730,417,0,0,1098,463,5076,1738,1143,0,0,0,1222,0,0,196,1650,272,0,0,5493,531,47,27,0,600,684,6506,0,126,442,51,218,2109,40,48,2768,0,0,1334,0,0,229,3366,43,2132,503,25,0,3804,300,0,0,46423,0,7402
632,0,0,0,605,1484,0,0,648,2158,1435,0,1196,0,0,1574,347,1117,0,554,6199,0,131,0,0,0,7797,0,172,67,0,6538,49,164,154,96,381,337,10311,0,0,0,9447,0,3186,0,0,301,178,392,12471,15,303,0,292,17799,200,0,0,1797,10735,9467,1064,172,307,9434,0,200,2805,391,893,4330,0,0,0,0,1336,101,0,0,73,10499,0,425,0,104,0,9102,2877,0,36,14653,0,9,32055,185,0,0,902,0,1953,0,0,0,0,689,0,220,451,0,2418
633,1375,0,0,409,0,2751,0,9453,1963,337,116,13097,12,0,67,0,2747,519,419,13208,151,0,0,0,0,697,0,18,288,0,941,97,4710,333,0,1349,608,612,2268,0,0,1113,0,10807,64,246,637,972,523,3213,1056,11326,30,3024,5177,455,0,0,1752,9560,6499,1292,1119,28,232,0,620,0,63,0,1665,0,0,0,6744,204,182,27,0,1182,2459,18,59,0,187,41,226,2155,0,69,1505,0,59,1016,152,0,0,2137,0,693,0,0,0,3234,0,0,612,18360,0,2835
634,2396,0,0,0,5988,73,0,1181,9227,297,18,949,0,0,1751,0,2067,0,546,6379,0,405,0,0,0,0,0,170,14,0,8939,57,223,420,26,807,160,5311,27,131,19,4208,0,3718,395,0,726,165,490,5540,36,322,0,46,12072,503,572,0,240,0,9717,116,1554,0,78,0,233,363,0,0,2308,313,76,25,1915,0,95,1146,0,40,7410,134,0,0,101,1103,7500,377,24,40,9885,0,32,62367,0,0,3708,1207,94,1223,0,0,0,0,438,0,97,1174,0,3506
635,0,0,0,33,2323,0,0,1008,451,144,8,7034,47,0,332,5604,2413,1850,1913,32761,0,125,0,0,0,0,0,0,15,0,21858,3195,1099,1091,440,618,96,30254,0,195,0,7029,20,542,1197,3633,91,97,139,467,570,8907,99,341,539,1816,88,0,1300,1609,917,617,2078,0,74,0,221,83,26,441,31503,0,44,0,982,1034,95,65,0,633,77,0,144,253,3774,71,601,752,221,0,2238,0,1372,3020,0,2541,0,13216,5,0,389,0,0,348,16927,0,0,939,267,1270
636,0,0,2543,65,744,1822,0,2794,267,189,59,2610,144,0,190,0,6054,875,1059,3140,0,0,0,0,1165,3351,0,642,18,0,9381,109,439,276,30,1857,83,18085,0,0,661,2562,0,87,1897,1029,433,152,0,560,181,7132,0,479,495,7955,717,0,234,472,395,349,0,851,62,0,98,491,78,0,22065,273,0,0,346,882,15,191,0,1584,300,6386,191,214,1502,369,476,2152,489,89,1843,0,894,1131,84,0,744,8233,0,4256,0,0,0,0,18668,901,803,8096,0,224
637,0,0,43,1597,0,385,0,12515,544,832,141,16058,837,0,92,2880,2128,0,160,2754,0,0,0,0,218,0,0,66,905,0,157,7,83,185,280,8931,507,284,2314,379,0,507,0,10144,646,36,116,366,614,640,0,24554,0,5000,2509,586,149,0,1078,2708,3429,840,0,0,0,0,804,5961,0,0,1096,0,247,501,3049,917,0,59,0,673,0,0,12,0,657,124,192,17100,169,0,531,0,72,1044,0,0,768,466,0,2958,1340,0,0,0,540,0,3343,323766,771,509
638,0,0,0,968,785,0,0,922,6816,0,91,2522,62,0,1320,0,375,90,48,771,0,720,0,0,186,372,0,0,9,0,1655,124,92,6,0,1631,182,6531,62,221,15,12919,0,3037,528,0,512,519,79,303,64,325,0,309,8350,403,1951,0,4041,51306,6840,59,0,0,0,0,37,345,182,0,1404,532,449,88,1531,831,116,1212,0,527,4327,191,202,52,82,1424,1544,6587,57,147,19345,0,80,106817,50,0,1152,936,92,277,94,0,0,1864,661,0,153,4487,44,0
639,7503,0,913,0,119,2748,0,1042,482,349,79,3398,0,0,640,2770,9737,72,2528,24850,0,317,0,0,0,0,0,0,32,0,6951,1446,1274,1019,353,716,107,50517,637,0,893,7591,24,684,226,0,1128,3,763,322,460,12723,0,404,1357,9272,0,0,668,4157,413,1060,411,0,0,0,350,116,0,176,76316,110,0,165,578,0,6,117,0,408,79,4224,149,0,6150,177,50,236,183,0,1846,0,352,1913,0,0,1463,15328,0,1176,0,0,0,155,5376,0,484,651,161,1472
640,0,331,0,1748,4130,6179,0,8560,245,834,0,14053,181,0,79,4105,886,172,235,4027,114,132,0,0,680,413,0,0,110,0,298,0,1622,0,2001,5843,1101,258,0,0,0,943,0,1877,277,0,34,950,0,0,225,3224,0,14164,5571,79,284,0,1353,3432,5103,1113,0,1499,103,0,870,1470,22,358,704,675,0,1500,4710,1364,21,91,3089,338,1197,3168,0,0,53,268,222,5177,0,0,2249,0,16,1193,0,0,536,712,0,2867,304,0,0,958,212,3064,5892,190080,184,2436
641,0,0,0,50,0,0,0,2747,393,59,52,5966,0,0,309,3551,9838,0,1688,15771,684,0,0,0,0,2306,0,197,54,237,8048,4066,1440,800,1182,623,68,54387,11,322,0,10577,83,501,522,0,1652,20,756,873,0,15758,0,127,1043,9000,219,0,647,0,240,1311,323,0,0,0,36,204,0,470,101466,115,0,273,851,524,11,0,0,0,54,8469,86,750,7161,49,67,323,67,0,2803,0,285,2235,0,0,227,29084,0,6973,0,0,0,199,39840,0,138,205,0,1398
642,1976,18,0,41,0,428,0,1029,378,173,135,5004,0,0,781,0,8482,1101,1947,40732,383,149,0,0,0,852,14,198,30,0,4031,650,1599,651,449,692,164,53242,1306,227,435,9550,20,363,645,2082,1130,105,1098,1332,1596,7925,0,918,1151,1945,0,0,1599,0,889,1274,610,0,0,0,169,27,11,185,88540,105,186,310,386,0,49,244,0,1046,212,1118,122,0,3383,188,169,299,40,58,781,0,542,767,0,0,825,22225,0,6288,43,0,0,259,14702,0,580,14,0,302
643,813,1,0,0,0,0,0,1736,536,284,76,11193,0,0,1236,1349,5382,983,1831,22664,159,156,21,0,607,2735,0,112,41,0,11196,4135,1330,499,471,284,171,37782,547,113,0,12579,6,731,0,0,835,64,0,212,390,10087,0,350,505,9248,0,0,822,0,343,1414,834,0,168,43,273,909,15,705,82291,385,0,366,370,417,0,136,0,0,0,7383,0,0,1981,356,315,869,84,0,1591,46,819,945,0,1856,306,26135,0,8251,0,0,0,71,5620,979,0,811,47,1171
644,0,0,0,1509,3925,0,0,650,16612,327,182,1658,42,0,1506,200,3216,304,231,13532,53,0,23,0,0,1845,0,28,63,0,4330,31,233,295,99,887,135,10361,0,0,0,6965,331,750,15,352,976,93,2257,5581,0,347,121,189,4000,399,0,0,742,5015,2528,883,608,0,3144,29,40,5,116,13,3804,288,114,19,5402,30,37,212,182,226,11651,354,0,0,378,643,5998,953,0,0,5482,0,64,30624,49,0,2626,1663,0,238,0,0,0,3842,1013,0,0,548,0,1388
645,0,0,0,1053,370,2796,0,5173,513,0,20,30873,0,0,110,0,1145,142,275,4444,299,0,0,0,2863,1000,0,0,0,0,249,0,3591,581,299,1857,751,305,598,2416,0,537,0,4733,55,467,405,344,146,80,2853,10472,0,1462,4923,224,72,0,2447,31808,7606,1398,0,0,0,0,856,10537,68,0,696,0,0,2325,5278,909,94,244,0,256,1568,7387,11,29,225,131,900,20571,0,0,850,0,24,1172,780,184,0,497,0,2036,0,0,0,1103,1155,2663,1908,122542,527,613
646,0,0,0,35,0,4977,0,2993,1656,373,15,21180,0,0,98,2010,2369,308,220,2857,0,0,0,0,0,187,0,21,142,176,284,148,3065,609,665,1263,798,846,341,700,0,1027,0,28063,77,148,959,1973,193,1073,2937,5077,70,8984,6789,552,65,0,1601,1473,2716,880,1918,0,359,0,820,3259,0,21,1589,235,81,335,6526,200,60,7,29282,658,0,2135,14,26,312,41,295,466,126,25,438,0,16,1329,574,0,1704,2126,36,2293,614,0,0,6024,345,0,1548,15270,358,7520
647,7970,31,0,390,3218,4910,0,2638,244,138,0,19358,0,0,182,2790,2923,861,847,26142,725,16,0,0,898,5262,0,0,20,0,11053,915,937,113,490,1887,230,19495,0,0,0,3964,0,193,6271,0,774,130,1024,38,373,801,0,766,746,16149,476,195,246,1304,480,980,0,0,0,1756,115,247,0,169,29999,116,0,237,300,1738,24,522,25,1892,281,572,0,128,1234,855,477,1943,12,42,2099,0,635,1475,0,0,0,7636,0,2792,83,0,73,0,27029,0,0,1057,675,219
648,764,0,0,0,8714,455,0,1713,5506,140,25,478,12,0,301,2142,1463,0,359,6834,23,0,0,0,582,2012,0,0,23,0,2463,9,144,223,90,1421,223,2448,38,203,0,6577,0,908,771,230,20,638,512,1942,0,255,0,137,6704,533,1246,0,2654,85458,8445,366,0,0,0,0,168,3288,12,531,1134,331,331,0,4294,647,252,1445,231,305,0,1961,802,0,181,302,5947,8285,152,61,7813,0,40,37543,14,361,103,786,112,0,0,0,0,0,1053,2315,97,4129,0,1353
649,0,0,0,3192,167,0,2,3599,670,461,122,18924,0,0,200,558,2274,437,300,14265,40,633,0,0,184,428,0,0,117,0,817,32,3785,852,1029,1874,641,708,1095,0,0,905,300,23584,0,0,915,852,298,192,1391,12226,9,811,7971,157,26,0,579,0,3661,485,0,0,125,0,699,0,21,0,1189,776,579,867,7331,228,0,61,0,673,304,0,26,112,468,104,154,5293,291,21,806,0,6,1167,0,0,51,1550,0,0,0,0,0,729,511,0,1589,23386,270,8442
650,841,17,0,542,2103,0,0,4056,1868,54,43,8237,0,0,125,0,3820,457,368,11420,35,47,0,0,0,100,0,0,136,0,579,196,2968,531,1920,767,570,688,2513,0,0,947,71,26007,34,49,630,3418,55,1067,0,20175,0,7613,5882,514,18,0,1009,0,6751,1813,0,0,31,0,784,1159,11,348,1767,235,0,0,8375,18,0,50,1192,0,395,6348,0,65,156,122,181,2947,30,0,1856,0,29,404,0,0,129,3172,19,4502,6,0,0,3001,255,0,0,16760,653,4780
651,0,0,0,0,9984,112,0,1079,13883,137,66,1968,0,0,451,220,3512,35,613,8721,0,35,0,0,0,1561,273,147,32,0,5175,45,235,174,5,202,245,11587,0,0,0,15611,902,1679,88,190,890,420,0,1597,16,410,173,367,6558,249,1065,534,933,10507,4304,1106,1240,0,0,0,142,1562,73,70,2790,138,0,0,6327,0,339,88,0,249,0,1217,98,0,587,793,1077,965,0,29,13638,0,102,6596,45,154,1553,2130,0,291,0,0,0,794,1403,0,439,367,12,1491
652,1087,0,0,430,5055,23,0,629,6025,246,85,897,0,0,2322,223,3168,71,643,9446,0,107,0,0,0,1724,0,0,90,801,6084,42,100,398,41,192,269,8477,105,410,4,17187,119,2567,3,73,1044,457,0,772,35,338,0,89,13011,211,0,0,929,0,7080,342,194,0,2118,0,208,204,289,186,3716,78,0,0,2198,219,120,63,0,170,720,479,153,29,220,399,1445,469,33,0,15312,0,26,34493,0,0,1307,1451,0,186,0,0,0,3239,722,844,573,454,10,3403
653,0,0,659,0,746,794,89,1658,9126,0,16,1944,0,0,424,139,734,34,136,3246,0,0,0,0,0,774,0,92,24,0,3460,0,76,0,96,2126,117,4281,4,0,0,12114,0,1022,370,0,487,147,0,0,83,106,0,338,7309,194,0,0,1067,30290,3472,34,249,0,0,0,126,2103,0,0,1487,0,0,5,4003,1095,0,1087,0,374,7038,826,149,0,108,32,1113,6752,79,23,8931,0,34,57150,64,254,4384,840,53,886,0,0,0,0,620,1046,0,10010,98,624
654,0,6,0,655,0,0,31,668,5709,212,71,597,20,0,849,555,2768,30,404,19063,15,0,0,0,0,4078,84,31,27,0,5546,33,251,180,77,158,192,14635,90,757,4,14381,425,6415,18,0,293,275,581,8777,57,76,96,271,12584,236,170,0,1065,0,9345,70,0,0,927,55,160,242,337,0,3699,244,0,0,6620,188,0,88,0,118,7064,1323,118,15,232,264,1372,459,7,20,4490,0,35,33253,0,0,1326,1773,46,351,60,0,0,1387,339,0,543,964,0,3311
655,0,22,0,165,0,105,0,446,6036,623,55,499,0,0,1832,302,2751,151,228,12132,0,40,0,0,0,3501,23,0,32,0,3780,22,148,232,20,158,205,17001,130,0,32,24826,291,9815,60,217,1095,529,149,7737,0,253,38,50,14578,430,0,0,1362,3025,4774,915,1556,0,1293,0,286,1252,0,0,4821,341,0,0,7256,0,22,0,270,46,7951,625,0,0,433,234,1758,600,0,23,13412,0,30,42189,20,0,2442,839,0,69,49,0,254,2647,991,0,182,219,36,709
656,1821,0,0,560,542,95,0,430,6113,413,22,965,37,0,1083,2163,1601,0,409,7371,109,0,18,0,0,2883,0,0,79,0,6045,8,319,155,54,389,262,11064,105,91,0,14187,0,5187,22,149,774,318,663,3525,5,153,56,253,10201,204,133,0,2990,6520,8139,762,1722,0,447,31,159,654,150,0,3362,277,0,0,3462,34,168,786,180,0,1544,160,0,0,397,622,3236,781,132,16,3319,0,44,38857,49,330,0,1650,25,1530,0,0,354,1217,426,0,84,1040,52,3988
657,332,0,0,0,1001,3371,0,2139,334,143,278,5106,0,0,328,3135,8976,547,918,34062,719,0,0,0,0,8361,20,0,80,0,16113,3149,2680,774,364,67,58,41973,108,0,0,17099,0,786,812,449,1682,92,1164,233,348,12908,23,341,791,597,0,0,2034,1422,497,0,3635,0,98,0,217,0,39,972,67229,0,37,231,916,178,3,211,0,448,352,1561,681,497,2265,249,295,321,0,32,1265,0,206,1372,0,0,1280,12259,0,0,718,0,0,246,6175,0,475,152,433,1543
658,0,305,0,1701,959,0,0,11550,950,0,48,37460,0,0,61,0,949,209,84,12939,108,0,0,0,433,273,0,0,0,1738,360,9,2301,292,589,5405,1200,318,0,2037,602,685,0,11165,214,0,147,981,0,0,0,9743,112,8571,980,264,182,0,1332,38397,3620,1427,0,0,0,0,387,2380,0,0,329,122,2438,2722,5708,2250,67,227,0,3130,1565,5006,41,0,343,111,416,24675,119,0,560,0,112,1317,0,0,252,970,0,2585,646,0,0,0,28,4972,1439,133835,0,1777
659,0,0,0,39,0,2796,0,1705,366,501,95,2821,0,0,165,1894,4485,781,2974,8442,1687,0,0,0,0,1088,4,340,0,0,14123,562,3743,2196,453,436,84,27452,1677,254,497,7467,99,425,0,1338,705,114,98,1866,0,7259,0,56,150,10762,614,2127,660,0,411,2047,0,0,0,0,176,0,0,267,51325,250,0,0,623,182,8,75,234,421,28,4564,490,0,5942,487,380,516,175,0,1736,0,1038,1239,0,4998,381,23270,12,1075,163,0,0,756,51550,0,134,493,89,2554
660,662,2,0,122,0,0,0,125,7303,433,0,1146,0,0,861,1965,1769,19,2078,19454,87,0,0,70,112,3559,0,0,45,0,10641,13,504,120,82,176,302,5528,197,607,2,4460,45,2842,79,0,1411,499,725,0,64,371,37,307,22133,504,0,0,1813,23330,8196,440,0,0,0,0,175,770,319,0,3037,692,0,42,7293,133,87,0,0,71,4840,0,210,0,82,106,2124,833,77,33,5742,0,91,37536,88,0,0,1487,203,390,0,0,0,567,463,501,47,446,0,1484
661,764,55,0,181,1284,4180,0,2999,314,0,74,22150,0,0,418,5256,6759,333,822,9836,335,0,0,0,74,0,0,1391,15,776,8057,0,1060,317,28,2020,234,20231,0,88,282,1799,0,536,1020,0,101,114,883,938,0,8442,0,117,602,5761,113,0,337,4944,392,1708,2139,0,107,0,247,494,19,0,59510,175,0,1009,454,1491,75,791,63,3522,0,314,0,0,3840,1124,213,1785,487,11,3842,0,336,1615,426,0,0,17683,17,2790,177,0,0,332,10278,0,517,3432,0,126
662,0,0,0,290,0,0,0,2005,128,446,0,3358,466,0,348,8997,5070,1646,0,32679,0,0,33,0,0,15472,0,924,0,0,6045,783,1605,801,695,79,48,24942,1476,0,1048,1564,20,866,0,165,414,21,0,300,1073,4061,313,209,929,0,1173,0,820,4523,1605,813,0,0,0,0,336,214,82,1289,110610,0,131,0,1323,0,81,215,0,0,549,0,0,0,1280,260,331,538,141,30,499,0,1173,1039,0,0,0,12024,0,10179,0,0,0,69,0,0,1584,1510,0,2030
663,0,0,0,414,648,26,0,740,9574,700,123,258,27,0,2676,2404,2662,180,284,4131,69,200,0,0,0,2204,43,39,77,0,2747,53,185,60,9,318,263,14387,84,124,2,5758,674,4083,31,146,695,393,644,5971,11,100,85,224,15484,152,134,0,2264,0,5011,1117,0,0,6812,0,120,928,354,1216,3333,442,516,0,7335,69,55,419,169,109,3558,869,372,16,144,291,1397,1970,98,14,12098,0,13,60377,43,351,905,1224,0,673,0,0,0,1918,104,365,0,685,26,3102
664,160,0,0,0,2763,49,0,1118,5883,230,14,562,0,0,754,1476,1474,0,2420,9795,9,50,0,0,0,2067,0,0,30,0,2599,0,235,249,122,399,232,6241,189,0,0,21415,0,5104,70,76,1014,577,0,3987,51,144,68,58,13134,412,282,0,815,0,9674,335,0,0,4086,0,161,0,0,0,2707,173,0,14,6343,0,119,659,1384,832,1018,1786,108,64,194,605,4776,2805,0,0,9009,0,36,25674,0,0,399,477,0,136,0,0,1354,3360,404,0,0,443,34,4391
665,1800,29,612,0,5448,181,0,555,9343,333,0,1451,0,0,1542,457,1323,165,406,4183,24,149,0,0,0,2783,0,0,0,0,2765,2,269,189,100,155,235,12016,61,345,25,21581,382,7488,129,0,814,643,1127,1972,18,336,0,200,12290,216,1187,0,1338,0,5851,603,3197,0,0,0,200,0,0,125,3030,0,102,0,5131,179,374,0,0,0,0,938,188,35,159,1091,4613,1715,48,172,2895,0,17,38306,84,437,0,1236,0,704,0,0,0,234,0,2328,334,88,0,5499
666,8405,80,0,67,2272,2765,0,2354,237,181,213,9916,0,0,301,0,1687,2419,1375,3596,0,0,0,0,700,0,0,345,29,0,1567,0,1125,0,515,4288,170,15248,0,666,0,4495,0,43,1928,358,387,155,0,1114,0,9161,0,591,1007,10054,593,0,596,7833,310,1363,0,433,0,0,150,1248,15,172,28669,0,363,261,156,2403,279,769,11,2372,268,0,141,1021,2777,600,452,2911,386,0,3682,0,1191,1850,43,0,0,6398,0,6846,219,0,0,0,38375,0,0,1812,0,40
667,243,0,0,0,0,1816,0,769,467,48,22,1166,150,0,1363,0,4102,0,848,45037,897,0,0,0,0,424,50,772,0,0,5694,946,1169,1802,373,111,121,32435,943,0,2313,7903,35,309,1297,368,2057,195,316,272,587,13497,0,572,1402,8939,77,0,635,2572,1089,1985,529,0,0,0,207,0,72,293,78981,422,81,0,1772,55,26,59,227,2103,346,1894,0,219,3991,432,294,403,0,0,508,0,311,782,66,0,1343,23937,42,5513,0,0,0,0,28122,0,280,679,469,470
668,0,0,0,0,4474,1288,0,3877,533,0,0,9208,0,0,257,0,1270,3155,1787,17553,1012,0,0,0,1584,0,0,0,0,0,2220,1230,776,318,608,3077,190,8661,1352,0,0,3737,0,724,3745,0,448,61,608,120,0,4938,48,815,1332,12893,129,0,1842,7344,114,736,0,0,0,0,201,0,251,0,40118,477,0,57,0,254,0,1174,0,854,396,1818,268,0,2345,2756,206,3192,1403,0,4438,0,1438,791,318,3861,0,0,0,1628,776,0,0,0,21485,0,0,231,0,86
669,0,289,0,246,86,6447,0,10216,817,172,106,37108,0,0,39,3075,240,0,65,1441,0,298,0,49,321,0,913,6,595,0,110,39,336,438,1550,12240,780,539,0,0,0,1894,704,20054,181,0,149,2285,1148,0,1486,19022,0,4596,3378,0,166,0,1132,11611,4165,0,0,0,18,0,977,1883,65,893,969,746,0,1609,4629,845,169,259,0,0,0,0,37,219,115,246,582,40692,0,62,306,0,227,903,0,0,531,2093,0,1855,1115,0,526,0,569,1244,0,88430,0,797
670,579,0,1319,133,0,0,78,897,425,217,121,899,0,0,778,945,3133,353,2054,66468,169,96,0,0,44,5052,0,53,43,0,36996,137,4052,910,533,206,70,23614,575,34,521,8524,0,647,698,290,8,38,412,705,1178,10047,16,372,939,10748,249,0,673,242,755,618,175,0,0,0,114,150,17,543,38747,0,0,247,1205,366,49,466,0,1526,123,0,78,570,3056,103,347,317,0,0,1264,0,134,599,0,1316,789,15925,0,816,25,0,116,964,15413,0,309,486,75,1755
671,679,0,0,0,0,0,0,1516,268,96,35,6287,0,0,457,1216,5612,222,777,26748,189,217,0,0,0,2403,0,190,83,0,16649,3943,2698,648,415,772,142,34351,508,119,844,4696,41,560,77,192,1461,86,566,272,0,5937,29,207,1079,6686,338,0,179,0,892,1254,0,0,1759,148,329,344,0,276,67105,304,0,93,562,0,16,72,0,487,165,4464,81,33,2070,77,214,227,93,0,1421,0,211,486,31,1724,550,16003,0,12901,0,0,0,1107,7067,0,323,1157,0,2567
672,0,0,4187,427,239,0,0,1364,257,11,88,2640,0,0,1059,0,4910,0,446,26100,659,0,0,0,103,2905,0,0,19,0,24988,3953,3102,839,196,0,128,40442,795,245,224,7568,0,463,1224,98,1351,54,211,1669,62,8164,0,46,990,2163,87,0,348,621,483,646,1135,0,0,0,256,126,23,874,60832,22,0,460,523,440,61,959,399,218,10,201,360,0,2385,289,288,216,87,49,2031,0,275,1776,74,1973,227,15934,0,6365,23,0,0,150,11985,0,160,623,0,880
673,0,75,0,0,0,0,0,712,10340,532,31,680,0,0,2026,0,2258,0,603,21893,45,47,0,0,0,1862,0,132,36,0,6386,0,274,364,32,276,329,6407,16,0,0,42501,422,5320,41,359,114,61,2015,2121,125,197,0,231,12865,372,762,0,996,0,10530,0,975,0,1187,0,277,581,0,0,1857,0,559,0,16142,174,48,1016,410,0,0,0,779,0,276,426,3400,1035,21,112,16511,1032,36,30994,0,0,0,955,0,505,0,0,0,2476,0,0,0,444,19,4409
674,770,0,0,0,1314,328,0,844,7746,315,28,832,0,0,1115,1810,2961,22,383,18630,0,0,0,0,0,3200,0,44,37,0,11358,25,387,216,6,219,75,6810,11,89,5,4824,715,4559,0,116,183,567,0,2970,25,135,54,188,17739,121,0,0,1484,5246,7906,629,163,0,691,69,165,761,0,0,2821,253,101,11,12350,0,0,814,0,94,0,276,0,14,103,1008,2877,650,0,0,14925,0,43,29150,0,153,1895,626,0,268,167,0,0,1566,399,0,161,1001,0,4227
675,204,19,0,0,1389,0,0,13980,744,303,99,13671,24,0,127,1272,4351,264,370,14217,213,0,0,0,265,159,0,3,631,0,795,39,4582,439,503,374,784,754,218,193,10,570,671,12040,61,0,460,1534,537,1710,5475,9368,0,8380,6374,207,129,0,1165,1133,6503,2275,2329,0,0,2454,772,8724,0,120,1306,666,177,0,3782,245,125,5,0,604,588,2113,0,61,487,130,283,2825,13,9,999,0,21,396,2678,0,689,1598,0,1439,0,0,0,0,408,184,2335,36090,0,7421
676,2940,12,270,157,457,33,0,411,11832,570,26,494,0,0,1142,339,1432,151,375,15091,0,109,0,0,0,1027,407,63,65,0,13975,73,383,341,98,607,133,4748,106,0,15,15086,0,2313,93,85,1703,1408,540,8306,10,156,0,120,11051,24,431,0,1066,0,9606,201,0,0,3885,0,87,1263,0,0,2417,217,0,0,8184,53,140,397,336,230,7191,699,0,0,186,1058,4808,1389,0,0,13010,0,7,29405,25,176,1982,809,0,424,0,0,0,3235,416,1132,518,982,29,1198
677,3560,0,0,697,2517,373,0,1697,3327,0,0,1783,0,0,696,1451,1110,0,138,3554,16,0,0,0,169,0,0,74,38,0,651,7,58,106,9,1553,317,2641,36,0,0,6124,0,2889,351,0,77,997,0,4650,48,139,0,569,9044,113,2982,0,1979,31819,0,234,0,0,6153,0,273,3407,0,0,321,0,641,55,3724,1298,308,397,0,531,18037,503,376,29,257,661,6982,11824,106,40,29232,0,66,24090,0,797,0,1198,0,733,0,0,0,3093,745,0,0,4675,12,1154
678,0,8,0,107,0,954,0,1451,393,318,0,5511,171,0,359,0,7653,308,2882,17628,111,0,0,0,255,3651,15,0,33,0,23213,1439,3115,1743,255,445,130,24942,1391,0,0,5502,3,364,598,0,2567,103,88,81,0,7121,0,516,771,4592,0,0,1032,1785,742,1614,1880,0,25,0,121,0,6,77,68014,58,14,126,911,361,68,380,219,1350,453,3449,32,360,1777,36,109,554,143,0,2140,0,687,482,0,0,1481,22910,0,4312,75,0,0,179,9139,0,649,509,645,1534
