,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
1,0,0,0,0,1231,0,0,7590,0,839,80,8810,0,0,271,6864,2796,700,398,10994,0,0,0,101,1744,0,0,0,264,0,889,28,3880,244,698,1040,1325,409,0,566,98,1157,438,23475,56,226,923,131,234,0,0,22272,73,2302,2789,577,14,0,972,0,3559,6285,1103,0,258,239,919,8288,86,355,1385,94,0,2128,8950,767,13,0,0,0,954,775,5,0,594,0,357,5602,63,0,797,349,0,1948,0,0,197,1881,0,0,147,0,0,10509,970,0,953,5099,134,0
2,457,0,0,492,0,1762,0,1906,172,675,35,5973,0,0,101,2669,4549,0,140,4851,27,0,0,0,614,0,231,0,801,0,1226,131,2316,640,482,1766,477,75,962,298,31,893,1710,23223,28,48,381,146,186,1386,0,9262,0,8462,11120,109,14,0,1038,952,4960,0,0,0,110,0,1333,4223,80,133,1876,1074,0,1152,2177,321,8,0,0,0,0,1328,0,0,665,32,202,890,0,0,410,0,23,1210,148,0,0,2624,0,2455,729,0,502,6955,182,2272,0,5392,0,26781
3,0,0,0,0,1505,1,0,451,1834,244,0,361,9,0,1184,2012,2178,71,517,11379,0,0,0,0,291,471,307,57,78,0,8572,63,190,219,197,494,364,5090,144,182,7,13709,303,3379,30,411,242,178,780,2809,125,91,0,93,11137,176,0,0,1648,14209,5512,61,2323,0,3909,0,71,505,0,393,2209,159,0,0,9416,278,19,0,277,221,3604,131,0,0,244,81,1764,1224,31,0,9264,0,9,63961,35,0,1087,1965,0,355,0,0,1037,4120,870,443,44,68,187,8802
4,1077,62,0,10,0,764,0,1267,44,14,11,1151,0,0,0,0,467,0,91,0,0,0,0,0,74,298,0,443,0,1051,0,0,11,144,46,26262,51,387,198,0,0,802,0,77,5016,0,16,0,62,0,6,1360,0,204,146,893,46,1232,111,5852,69,0,125,0,0,163,31,1194,0,32,2894,20,0,0,0,6344,0,1202,0,0,0,0,394,0,204,67,0,16924,51,0,149,0,0,8,0,0,0,529,0,486,120,654,0,48,0,0,211,282,38,128
5,2663,0,0,85,171,0,0,798,116,0,0,4421,79,0,647,2108,7650,0,3127,36182,630,133,0,0,389,6458,0,0,15,0,26437,1278,2309,387,95,1071,66,14502,1985,0,0,3697,15,655,1856,370,684,34,1135,348,0,6232,0,190,376,7205,94,0,941,0,308,1846,126,0,1017,0,417,795,0,0,46653,330,0,0,390,990,0,0,0,0,312,3816,0,922,4927,0,0,813,181,0,2961,60,0,1171,70,0,272,8574,0,2670,0,0,0,1800,19169,0,0,519,333,4398
6,0,3,0,0,0,95,0,972,110,0,0,132,0,0,347,390,144,0,21,0,0,10,0,0,0,62,0,151,0,2330,0,0,4,2,4,23409,110,286,0,18,0,2024,64,402,1539,175,15,77,99,497,11,35,15,175,1228,8,261,1970,232,37012,465,0,0,0,0,16,17,3056,0,0,153,0,23,36,503,2779,0,2140,44,0,1826,0,401,0,19,89,952,65236,154,0,663,0,0,360,24,0,0,120,0,0,62,0,0,227,42,0,61,364,22,67
7,2281,0,162,29,1757,386,0,1443,0,0,0,666,0,0,0,1779,246,0,194,0,0,0,0,0,0,292,0,314,4,298,0,59,29,91,52,18391,48,673,320,0,0,1010,0,72,7850,0,31,0,198,356,502,4058,29,212,194,37,27,1274,56,11027,0,137,146,0,0,0,0,974,46,0,10929,101,84,124,0,5470,0,663,0,0,0,0,138,0,1226,14,8,21553,115,0,0,0,0,51,0,1028,0,2036,0,0,0,0,0,185,993,0,0,197,85,26
8,1509,12,0,0,704,1225,0,2021,469,327,37,2968,1047,0,356,7902,1337,301,6502,14601,0,24,0,0,0,0,0,320,5,0,5135,1000,566,322,297,2164,263,16210,0,0,227,6430,47,335,2559,0,585,12,2368,0,1616,5071,0,428,384,2344,368,0,855,15759,309,2623,0,0,205,0,35,1346,0,912,33630,114,0,78,72,944,0,81,0,1771,0,0,0,1905,5755,703,95,3899,0,0,1325,0,888,400,44,0,0,15418,0,7671,0,0,1255,78,8622,1229,162,285,14779,2322
9,365,0,0,0,295,1323,0,4573,767,258,17,28190,0,0,137,1565,3489,506,272,8046,173,0,0,22,1838,416,76,0,217,160,514,433,4562,648,768,1996,930,253,791,427,300,213,360,13688,101,150,429,185,672,1029,1287,12709,0,7849,6249,61,129,0,1570,6328,5346,1244,331,0,425,2698,250,3111,2,28,1796,268,0,1170,3561,221,53,11,0,1537,103,2751,0,0,400,12,0,7063,0,21,1331,454,4,1274,0,0,306,2113,0,435,0,0,205,3933,99,180,339,965,136,15719
10,152,27,0,315,0,166,0,592,419,0,0,292,0,0,187,39,154,0,22,587,0,0,0,0,6,0,0,104,0,5741,632,0,0,0,24,21894,68,260,9,0,1,1045,0,313,786,75,0,0,0,709,8,10,16,192,2532,24,719,662,43,79782,589,0,1171,0,0,0,3,2355,58,0,123,164,0,50,0,2526,4,1756,0,0,595,0,459,0,27,684,114,66674,250,0,2578,0,0,0,0,0,0,114,0,0,6,0,0,0,0,325,149,136,0,97
11,0,28,0,82,0,7364,0,3754,295,194,0,3371,0,0,0,0,2078,0,3535,0,0,0,0,0,0,1113,0,0,69,0,2537,0,1106,411,624,4011,389,6960,0,0,0,5523,0,711,5803,1183,255,0,0,0,0,7326,48,0,783,473,240,2410,286,0,471,1280,3660,0,0,0,64,1255,81,884,8579,278,0,237,551,2641,0,0,0,0,0,8220,327,0,405,0,61,2611,463,0,902,215,0,183,23,0,0,13972,0,8488,0,0,0,814,21314,0,0,35,5543,6497
12,0,0,0,2004,0,9700,0,20062,1190,492,22,44916,134,0,87,0,1357,591,900,812,0,234,8,0,0,273,0,81,748,0,379,18,1137,268,1996,9598,1577,5,0,0,0,1558,0,886,574,0,187,166,0,198,0,22998,190,6022,9436,116,0,387,992,30306,4584,5157,0,0,0,0,37,3815,319,0,719,0,403,707,1938,2132,93,5,0,5210,105,2576,208,0,384,280,217,19083,267,0,0,0,0,221,0,0,575,3835,0,4195,0,0,371,2579,1148,0,592,3096,6774,15580
13,89,0,0,336,751,2043,0,1451,0,0,23,868,0,0,75,0,188,0,299,0,0,0,0,0,0,162,2,402,4,261,0,0,24,0,267,27608,22,843,0,11,0,1950,0,152,10969,0,0,15,0,111,0,621,0,126,120,380,0,2403,73,1660,0,0,0,0,58,0,10,893,10,0,5264,9,0,95,0,5683,18,92,4,0,0,0,199,0,349,81,11,18604,160,0,33,0,0,19,45,0,0,1502,0,0,36,0,0,115,4481,312,0,282,72,54
14,0,457,1018,0,2327,6110,0,2676,359,184,0,1158,0,0,471,0,2202,0,2701,10160,637,0,0,0,0,4400,0,941,9,0,0,0,198,1,0,2588,147,2745,684,0,0,5715,0,197,1513,0,507,102,1034,0,521,7803,0,0,124,9395,0,0,406,0,465,842,535,0,256,0,323,0,427,583,57090,106,210,879,794,1194,0,761,769,290,318,0,0,765,1039,356,103,1681,0,0,1455,0,1339,516,0,8509,1760,8013,0,18259,0,0,0,1500,26844,0,1246,17,5474,3782
15,315,3,429,54,142,0,0,1983,0,0,0,3414,0,0,64,1897,309,10,500,0,0,0,0,0,0,0,0,340,7,574,0,712,0,37,91,20552,23,653,523,0,0,646,0,241,5039,0,33,0,138,0,156,2683,0,53,338,0,0,762,115,5504,53,85,299,0,0,0,13,684,12,117,9354,17,0,204,11,4332,0,746,0,0,0,0,924,0,0,85,10,20031,371,0,595,0,0,30,0,327,0,4740,0,0,0,0,0,234,2011,0,0,340,70,42
16,0,0,30,76,2767,13711,0,13081,453,538,21,11528,0,0,36,849,25,563,3318,1305,125,0,0,0,0,0,0,12,151,1113,45,51,1621,292,693,9473,1576,0,3095,0,0,417,0,9404,221,0,65,907,102,0,0,7181,0,0,2475,93,268,0,228,5439,5631,64,553,0,151,0,1245,7009,109,144,396,151,0,4729,420,443,261,0,4794,11390,291,1515,0,1,358,24,184,9553,105,29,128,0,0,124,1017,23,273,2128,0,204,0,0,1967,14883,842,0,0,4740,2540,24900
17,0,0,0,1954,0,0,0,12212,1638,0,0,42929,0,0,59,699,75,100,958,0,0,0,0,0,0,69,0,24,208,1350,261,5,894,405,1228,19805,2738,5,4324,0,0,650,992,12218,480,115,0,0,0,0,8984,3527,0,0,0,1256,0,2058,2310,46491,2275,26,113,251,75,0,51,3051,253,0,400,416,0,0,1674,1635,71,138,1903,7472,503,995,209,113,146,0,607,22990,0,0,994,0,4,196,0,433,0,852,0,673,0,0,0,2490,623,0,0,7040,8732,11803
18,0,0,0,0,2762,99,0,1122,10715,171,0,1309,0,0,576,2470,356,0,2899,193,24,0,0,0,0,0,0,306,7,0,933,0,33,19,36,1912,373,766,0,249,0,3409,0,966,415,0,851,73,308,3880,31,42,0,0,2433,209,2215,0,490,13471,6618,141,0,0,0,0,69,0,0,392,2265,0,275,0,0,197,189,305,283,317,9948,378,1612,89,106,0,3710,4794,132,0,712,0,0,9173,0,0,0,153,0,392,0,0,0,1023,0,1874,0,125,858,19591
19,508,148,0,224,2017,3886,0,1864,0,101,31,6027,205,0,687,616,7394,161,5677,6864,0,0,0,0,1589,4517,0,0,58,0,6900,817,1844,1284,195,251,156,22597,1897,0,1224,20080,0,564,519,628,745,26,1340,928,0,3627,0,151,949,10209,0,282,716,0,303,405,1258,0,301,738,167,0,88,89,62249,62,0,0,238,581,11,0,17,2840,0,0,363,234,350,110,139,572,0,23,1441,41,209,1380,225,0,0,12183,0,1679,0,0,0,798,13802,0,177,152,256,5502
20,1959,0,0,1107,0,7902,0,20141,1352,0,173,16040,0,0,56,0,469,310,271,1956,0,0,0,0,0,0,0,22,52,0,64,116,208,81,934,7709,1210,276,0,601,0,1190,0,30544,222,0,110,1039,278,0,1478,4952,0,0,3115,236,0,933,106,44715,0,2861,0,0,20,0,179,24575,0,592,1280,0,1025,4446,3881,1841,0,15,0,2270,0,1883,122,24,114,89,119,26833,0,0,593,0,187,312,0,0,0,2708,0,6189,0,0,0,0,3396,2788,0,10630,9107,22166
21,0,0,0,0,0,151,0,2500,8014,544,27,1735,0,0,76,201,315,38,1083,2107,0,226,0,0,0,1663,0,97,115,5784,3400,0,31,30,78,3595,311,401,0,339,0,12836,245,1492,402,0,349,363,0,565,94,220,0,269,5695,300,0,1611,1930,44996,0,35,579,0,788,167,40,9270,197,0,1869,253,238,155,0,214,134,521,0,698,0,973,0,46,101,0,880,5684,0,0,13060,0,30,12414,0,0,1318,413,0,335,119,0,0,1703,1065,1871,685,335,360,15629
22,186,0,276,0,284,6945,0,19942,747,0,317,11073,0,0,147,0,2092,0,219,0,0,0,0,0,0,587,0,0,0,763,0,0,394,0,3597,16032,1359,92,3638,0,0,1680,0,25853,782,0,113,535,0,245,1036,23290,0,0,8554,370,0,879,1787,22438,4420,1091,0,0,371,0,931,22845,0,0,1237,831,0,5086,0,1297,270,0,0,2592,0,5119,0,0,145,20,206,21784,6,0,1782,0,0,190,835,0,0,1331,0,0,0,0,0,3467,352,2553,6415,13861,3823,10847
23,123,48,0,886,0,792,0,11043,149,0,10,8062,0,0,7,295,88,0,17,0,0,0,0,0,138,36,0,31,35,391,0,0,55,24,141,96822,176,15,336,0,0,176,31,756,548,15,0,0,42,66,1151,0,0,10470,284,83,2,1308,353,10043,133,0,62,0,0,0,71,26192,0,0,146,0,27,3057,0,6382,3,128,0,0,76,0,62,0,26,93,17,160124,62,0,106,0,0,16,0,0,0,450,0,0,423,33,0,1258,0,0,0,3553,0,84
24,0,15,0,115,64,506,0,2507,2,105,0,1805,0,0,176,636,475,0,370,0,106,0,8,0,0,1528,0,981,4,1239,0,620,0,0,183,12495,96,2168,167,0,0,1805,0,115,11632,0,0,8,0,0,0,4556,0,38,45,0,22,3048,0,7887,63,322,0,0,0,141,39,1433,80,0,1726,0,71,435,73,7355,12,1450,0,0,0,0,219,0,397,194,26,19990,59,0,62,0,0,104,0,0,0,2374,0,0,191,23,0,68,11949,1394,0,498,0,182
25,0,0,632,38,0,0,0,714,304,298,50,6194,0,0,662,4176,3302,130,3608,13764,445,0,0,0,347,0,0,384,52,0,19708,2964,1294,691,283,160,119,15629,350,102,497,5603,0,594,194,2331,0,224,1691,501,0,5247,0,93,971,6868,185,1381,908,3036,1038,813,1142,0,171,0,93,136,0,0,62409,18,0,135,98,0,62,0,0,57,133,1341,1065,648,1529,221,204,730,246,0,1045,0,0,1433,0,0,0,7186,0,2769,0,0,0,371,11369,69,270,51,240,5979
26,0,0,0,0,581,0,0,10063,660,459,0,2862,0,0,66,0,3192,1110,444,0,8,0,0,0,170,0,225,0,142,0,210,0,839,564,1944,3560,1404,238,0,0,458,1401,0,26840,121,88,385,202,81,846,0,15945,0,5463,4060,331,0,0,584,3098,7530,2678,0,0,78,0,1129,9925,0,0,1854,0,0,0,1289,706,95,15,776,4234,0,531,0,52,642,0,279,10732,63,39,497,0,0,786,785,0,96,2966,0,6036,0,0,0,4968,333,0,658,2670,1410,27406
27,0,0,0,0,0,1304,0,14333,727,2184,0,59385,0,0,0,0,2330,622,1000,1652,0,0,0,0,0,285,0,0,271,0,193,0,1578,0,4856,15092,1071,79,0,0,0,585,177,6345,457,0,0,1318,0,0,890,13569,0,9358,1781,394,0,702,0,14336,1236,0,0,0,0,8164,415,15436,0,478,727,2019,0,5254,4230,1850,110,60,0,12720,0,0,556,0,105,0,0,22384,0,0,0,0,0,201,0,0,2131,6687,0,0,314,0,0,19424,601,0,1478,11644,10481,15577
28,0,18,0,0,24,792,0,622,457,256,139,5534,74,0,82,755,4884,137,28044,6638,0,0,0,0,1163,3424,12,149,9,0,13200,2001,2625,1089,1770,1276,83,14819,969,0,791,6624,0,305,419,0,233,133,0,0,0,5836,14,0,736,0,486,0,976,1983,991,2894,0,0,1458,0,203,81,74,0,52405,0,0,0,279,838,45,33,393,261,31,0,71,0,419,0,269,765,0,0,499,0,660,1446,0,0,1273,15903,0,489,0,0,205,980,0,1218,692,51,22,2414
29,0,0,0,0,1407,4810,0,21596,835,21,17,20828,0,0,100,3693,2448,0,510,0,0,0,0,0,0,0,0,0,338,0,0,0,0,526,2849,17853,1869,20,3979,886,0,34,0,9753,132,0,0,0,0,106,0,8490,28,4152,3539,0,0,0,1228,49137,0,0,0,0,257,0,137,22003,124,0,1388,406,0,0,0,3382,88,24,0,0,2554,0,0,0,187,0,585,17719,0,0,1040,0,0,737,0,0,398,1475,0,1386,0,0,2992,8701,1041,0,4201,1450,10655,16342
30,0,0,0,110,0,439,0,843,0,0,0,927,0,0,1627,329,2916,0,1529,13825,77,45,0,0,250,2057,0,0,17,0,1526,0,126,110,41,334,316,5247,50,587,0,17343,0,1445,137,544,14,101,404,4865,55,252,50,0,6050,0,0,0,2769,0,5040,0,1006,0,6137,0,209,735,208,479,2437,0,50,11,4233,921,0,0,0,0,2125,0,101,0,245,172,372,1512,0,57,8780,0,0,79188,0,0,2251,1592,0,101,0,0,326,6359,0,335,42,63,0,12232
31,0,0,0,47,259,0,0,1096,92,574,261,6533,491,0,1009,1387,7824,293,6872,12511,0,0,0,0,527,2527,4,1537,42,0,17026,81,1562,1320,1010,873,251,16305,837,286,0,4319,6,665,2569,0,336,18,780,0,0,2153,0,222,806,15121,0,375,968,2177,498,701,1758,0,346,1017,145,0,8,802,89743,134,0,0,205,1169,0,148,0,667,146,4276,729,0,8891,127,103,565,0,0,1603,0,0,1791,0,0,807,18884,0,2039,144,0,0,515,1027,1372,228,98,304,3137
32,610,0,0,0,0,7485,11,4779,43,155,91,15276,105,0,90,0,1884,407,635,2998,0,0,0,0,2097,124,0,0,134,0,179,213,1000,460,1200,2317,723,309,1025,0,449,802,720,15526,30,59,324,837,534,390,282,2790,0,7022,1828,548,55,432,1180,0,1071,1508,0,0,342,1157,257,3147,24,0,1680,732,0,2994,1296,737,41,6,0,1920,41,3040,76,50,210,0,31,13170,0,17,569,0,0,876,0,0,1312,1751,0,644,0,0,0,9315,346,0,289,3042,632,39468
33,232,6,567,171,225,114,0,1032,0,59,25,586,0,0,109,1062,102,31,27,0,6,25,0,0,41,336,0,72,11,4050,0,0,0,0,58,18514,90,94,5,78,3,3084,0,161,1115,0,12,0,0,0,9,39,0,261,4497,4,17,1429,238,77460,0,34,193,0,716,0,25,5934,4,0,143,0,0,27,67,4087,26,2687,0,0,0,0,765,0,7,11,199,59531,157,0,1772,74,3,477,0,285,311,235,0,34,56,0,0,540,164,0,0,908,0,288
34,0,0,0,0,5470,994,0,1586,15139,0,81,748,0,0,350,1873,1460,190,523,0,0,0,0,0,0,2225,0,28,85,0,0,0,0,147,0,4471,492,2427,227,0,0,26527,0,2850,118,0,119,0,0,0,0,127,688,789,14344,0,0,637,1468,63045,0,786,2279,0,0,0,93,17459,0,962,919,716,0,107,654,204,0,0,0,0,0,0,3296,0,30,0,1292,3852,96,0,4675,0,39,23488,0,0,0,316,0,356,0,0,0,9418,557,0,0,410,1073,5968
35,0,139,0,7119,0,7167,0,8131,29,308,0,38655,0,0,48,0,2733,491,1538,0,282,0,0,0,0,553,0,0,0,0,0,0,1072,451,454,8230,1837,46,0,0,255,1456,0,7614,373,0,0,5005,0,589,906,29642,248,29522,5690,348,85,0,1152,12983,1151,181,0,0,268,0,425,34377,23,1688,650,0,0,0,3392,1443,75,0,0,0,0,0,180,0,182,0,360,18600,0,0,742,0,0,533,0,0,0,2759,0,646,0,0,680,12554,1453,2844,3416,19346,14840,11798
36,0,456,0,1414,4151,0,0,19199,2208,1076,0,39730,0,0,42,2572,1566,854,1006,0,0,0,0,238,0,0,0,0,489,0,83,0,512,50,9035,6854,1980,221,0,0,0,286,0,9557,274,0,0,592,1288,0,3679,8759,0,23773,6901,374,52,232,2122,0,0,5753,0,0,0,0,1253,8773,138,0,421,0,0,0,0,2420,138,0,0,0,0,0,114,142,125,0,68,26997,0,0,1103,0,0,461,0,0,0,2780,43,4131,426,0,0,18993,199,0,0,5017,1776,4447
37,3531,0,0,1789,0,3166,0,12180,1267,0,0,20294,0,0,41,2101,1066,0,357,0,0,0,0,0,0,0,0,0,171,0,0,0,280,281,981,8970,346,22,0,0,0,1289,0,22165,213,0,130,0,0,0,0,16435,0,6061,7431,0,446,0,697,22501,9829,2219,0,0,0,0,1335,1229,0,0,768,855,0,4341,7628,974,38,15,0,3510,0,4878,201,248,296,21,52,22747,0,0,516,0,0,400,1008,0,0,1959,0,3218,0,0,0,1244,1369,0,2019,4342,4283,23062
38,0,22,0,0,3042,1984,0,3022,616,160,0,1444,0,0,271,0,2415,0,23144,2673,0,0,0,0,0,0,2,1535,0,415,1904,0,0,521,372,3103,435,3073,0,0,905,9925,53,309,3938,0,672,98,0,0,0,2412,0,311,213,11507,0,461,528,2428,114,484,0,0,0,0,102,785,69,0,41705,0,0,137,33,582,184,0,0,1924,0,4133,0,0,4705,0,50,1472,0,0,762,0,284,804,0,0,0,11861,0,3710,0,0,0,1084,8789,286,966,505,6206,2445
39,0,115,0,17,1971,438,0,1937,0,0,32,759,0,0,137,0,432,213,0,0,23,0,0,0,0,1011,0,427,0,579,0,0,84,31,134,15526,35,1312,96,0,0,1183,0,52,13758,0,54,0,0,27,219,1020,0,209,99,2519,0,3486,15,7817,54,205,196,0,31,0,5,1332,8,322,3881,0,0,144,5,7229,0,630,0,0,0,1425,385,0,437,116,0,20448,252,0,0,0,0,6,0,3474,34,1215,0,0,50,361,0,216,3173,108,55,377,0,190
40,0,0,0,0,0,6403,0,29930,994,0,0,0,0,0,42,0,1268,0,66,0,0,0,0,0,0,0,0,45,999,2310,32,0,672,297,7330,16230,350,22,16867,329,0,890,669,9236,147,0,0,1033,0,691,0,12366,0,10863,4544,0,0,682,557,9271,645,1547,0,0,0,1298,838,15251,129,0,925,0,2842,3054,2299,1450,0,0,0,12090,0,1620,268,0,505,0,388,40081,0,0,452,0,0,264,0,0,276,1837,0,3629,0,0,0,7730,1260,0,3118,0,1690,15635
41,0,75,3,0,0,4287,0,6042,0,0,19,5328,0,0,7,609,185,25,53,0,0,0,0,0,0,16,0,4,21,339,0,0,0,56,219,76470,301,23,414,41,0,27,0,223,469,0,19,124,87,226,922,5362,0,9160,834,27,0,1199,175,24868,111,58,0,0,0,0,62,14014,2,0,153,134,96,0,0,5683,0,52,250,0,49,284,17,10,61,38,5,196789,46,0,156,0,0,35,0,0,0,304,0,0,151,0,0,1857,22,227,1258,21137,0,76
42,395,34,0,0,0,101,0,1041,1464,95,0,257,0,0,277,0,97,19,62,0,0,0,0,0,8,0,0,35,0,11666,0,0,1,31,28,12246,86,597,7,0,0,3301,112,1066,1447,0,0,42,70,652,61,28,0,20,8779,108,0,1179,47,48523,225,0,130,0,0,0,22,1529,61,0,206,0,0,19,153,2853,0,1334,0,0,0,0,780,0,56,193,0,74728,353,33,258,0,10,492,0,0,331,212,0,115,116,0,0,2881,0,0,415,810,0,508
43,1914,0,0,738,3163,945,0,3008,17823,0,36,535,0,0,387,0,128,57,351,1297,0,0,545,0,0,1058,0,106,83,0,2371,11,0,134,259,3114,709,868,106,0,0,7148,225,4609,650,245,112,114,2173,4151,117,437,0,118,8911,0,201,466,354,145481,2725,250,0,0,0,0,144,1652,685,0,1418,698,437,45,0,521,0,214,821,0,2510,1579,647,0,0,496,744,7532,0,0,8369,0,66,25722,0,0,0,515,0,1067,0,0,0,3374,357,0,6,204,717,5879
44,31,2,193,69,934,32,0,534,0,75,8,375,0,0,304,0,96,22,44,0,0,16,0,0,15,622,0,71,1,0,0,0,7,0,27,22453,107,558,3,59,0,2861,0,771,1460,121,3,29,338,1193,33,72,9,35,2031,60,0,738,327,61149,434,43,241,0,0,0,39,3505,135,165,163,79,0,41,239,3823,8,487,0,0,197,7,524,0,28,24,166,62101,56,0,322,0,2,2193,7,0,0,221,0,0,72,0,0,612,178,0,0,309,5,68
45,7014,0,0,0,0,1174,0,1294,0,157,14,5318,81,0,579,984,4928,490,9635,19847,0,0,0,550,3258,3321,47,759,33,0,12950,2481,1221,752,347,405,126,17459,622,0,0,13009,9,399,645,408,430,8,917,421,0,6973,42,0,399,6634,76,0,1051,3416,496,1093,1329,0,967,837,173,195,20,472,49687,510,0,0,477,1003,17,61,0,0,133,0,234,0,4890,88,73,547,0,0,1339,91,245,969,0,0,24,12493,0,3558,0,0,0,738,5550,0,0,17,141,7051
46,94,35,7,336,963,1106,0,13200,48,188,0,6528,0,0,15,0,158,0,46,105,3,0,0,0,0,0,0,14,55,2498,3,0,0,0,572,80323,200,90,747,0,131,228,0,2971,385,45,12,0,0,0,0,5656,6,10988,645,0,0,1117,159,28238,641,545,339,0,0,0,86,20973,19,10,98,0,32,460,0,4051,0,48,0,0,26,228,34,0,155,4,34,156312,162,0,73,0,0,26,0,0,0,181,0,228,1774,0,0,480,89,1195,969,10904,0,200
47,0,0,0,3606,393,0,0,9414,386,658,0,15448,0,0,17,2400,0,778,261,0,0,0,0,0,0,232,0,0,51,0,0,0,106,108,300,21423,1643,147,2426,4126,560,0,0,3352,321,120,0,197,1415,0,0,6286,0,7504,4556,795,0,2122,273,13381,1810,1164,0,0,0,0,230,14483,0,765,573,0,0,3246,426,3759,351,0,0,0,0,0,31,0,587,0,37,30865,0,151,581,0,0,188,1495,51,0,1060,0,2217,0,0,0,6745,198,0,8632,12109,10520,32317
48,0,0,0,353,442,1604,0,7847,0,641,77,8347,0,0,23,566,1547,238,1492,8043,258,0,4,0,2547,579,271,0,320,0,549,0,2994,809,699,5227,484,64,3033,867,0,411,0,13251,0,30,464,836,1488,1521,0,6734,0,1412,3327,266,0,274,1357,0,4420,2070,705,0,99,0,755,10964,71,140,1007,83,409,434,4743,286,12,0,0,0,465,1435,90,47,317,83,118,3928,0,0,1178,1366,0,821,1018,21,0,1833,0,785,244,0,813,17998,245,0,0,2381,217,24180
49,188,5,540,540,0,331,0,566,0,0,14,168,0,0,159,0,323,14,38,151,0,0,0,0,3,0,83,0,7,2819,0,0,2,7,10,8856,139,841,12,139,0,4042,264,226,1812,99,16,39,157,217,0,55,0,150,1649,66,122,2580,271,70415,223,164,320,0,0,0,55,6336,78,28,167,301,0,9,606,4040,42,348,0,0,0,251,278,0,19,181,401,73186,90,23,1993,0,0,5699,0,0,219,130,0,111,80,0,0,1914,84,518,0,423,0,178
50,43,14,106,520,959,0,0,4551,925,387,53,10501,0,0,143,0,1749,278,328,5934,201,0,0,33,202,409,0,21,453,0,566,241,3134,329,1207,478,1311,145,411,0,0,1069,0,14298,30,56,592,1675,640,3360,722,6068,20,0,4798,409,124,898,2063,5279,7280,81,1254,0,360,0,13,0,40,188,1321,262,0,3903,6382,196,0,0,0,0,202,0,0,0,582,49,109,4402,0,0,1791,0,0,481,0,73,253,1949,0,1246,0,0,0,7330,322,0,0,1040,2718,29392
51,0,0,0,1262,0,1100,0,11967,164,13,15,2147,0,0,11,0,361,184,42,0,0,32,0,0,0,0,0,24,78,338,6,0,0,15,196,75593,324,25,582,77,0,373,74,1782,535,93,9,0,106,35,0,2248,0,11039,314,5,17,953,161,12982,287,196,0,0,0,0,32,9892,14,68,197,107,0,455,242,4977,12,48,0,0,148,0,61,0,134,55,14,180666,124,0,0,304,1,16,217,14,132,261,0,174,471,0,0,0,36,0,599,7269,156,287
52,0,0,0,172,2752,57,0,834,0,0,0,295,0,0,576,0,382,15,82,234,0,0,0,0,23,260,34,149,2,2353,222,0,0,38,17,20212,82,510,9,0,0,7853,0,421,1102,0,0,37,0,336,18,54,0,159,997,31,0,1016,407,42151,0,22,0,0,0,38,29,2491,0,117,199,212,24,19,0,3657,12,1556,0,74,0,0,761,13,26,313,0,74191,84,0,4533,0,3,1831,12,0,0,368,0,0,7,0,0,1943,158,372,0,808,16,297
53,0,23,369,0,144,0,0,722,0,577,15,534,0,0,413,608,633,81,1073,7451,39,139,0,0,372,5117,53,51,43,1448,8321,87,211,58,152,1005,67,2282,0,0,0,13398,793,671,47,0,703,286,217,5492,44,208,0,13,8017,83,0,184,1243,936,7240,266,0,0,3085,0,18,1411,80,375,898,75,53,7,4455,51,0,421,135,17,1850,1090,493,0,78,0,1236,992,0,0,2979,0,10,22804,17,0,460,759,0,420,40,0,72,4126,433,603,0,14,216,20761
54,0,42,0,0,1238,1149,0,1609,80,191,50,3865,0,0,387,317,2532,0,21412,85639,1731,0,0,0,3738,4830,33,0,4,0,20283,2081,2441,1862,493,408,82,6839,865,142,0,6234,14,345,501,0,2125,23,836,633,1348,5221,0,0,602,5566,224,1353,976,2715,680,915,1439,0,993,0,124,0,73,123,25040,0,0,0,925,0,40,0,128,556,67,1102,528,487,1878,193,0,778,0,0,3933,0,0,820,20,1193,0,6395,0,1476,0,0,0,766,7034,1032,590,62,288,1070
55,3974,9,1457,0,0,520,0,1723,372,295,0,3667,0,0,252,447,793,191,12691,38230,793,0,0,0,1383,3561,0,0,21,0,8673,0,1943,920,229,322,101,4191,1331,117,0,5725,128,292,1197,793,1545,36,660,144,790,7558,0,22,443,1873,22,0,1344,3926,122,372,713,0,561,0,200,35,66,137,38839,106,36,100,726,81,0,124,0,70,0,567,224,305,588,65,55,476,93,0,996,0,296,837,0,0,1170,7649,0,10493,0,0,1461,163,1212,0,0,64,1457,7584
