refUMAP_1,refUMAP_2
0.17404617369175,-1.12185204029083
0.0360846668481827,-1.86132764816284
2.54820156097412,-2.13775777816772
2.03103065490723,1.35566937923431
-0.744699597358704,-0.88727331161499
-0.613873481750488,-1.45205116271973
1.73787891864777,2.97249746322632
-1.20464313030243,0.605405032634735
0.248058512806892,-1.40176200866699
2.79292893409729,0.27178880572319
-0.208495184779167,0.174846515059471
-0.808430552482605,-0.723161280155182
0.230141282081604,4.20965242385864
-1.02398407459259,-0.0325492285192013
-0.177178457379341,-1.64137387275696
-1.04062259197235,-1.33280384540558
-0.761598825454712,0.0769638642668724
0.0271205920726061,-0.817478954792023
-1.21557939052582,0.378656417131424
-0.0209863130003214,-1.37237727642059
0.131837904453278,-0.764791250228882
-1.48126649856567,0.277541309595108
0.0728761851787567,0.346172600984573
-2.18717408180237,4.87690162658691
-0.882499814033508,0.0270927287638187
-1.14078199863434,1.07247018814087
-0.687095820903778,-0.754553556442261
2.14611768722534,1.39881455898285
0.0998923778533936,-0.263490825891495
-0.379772454500198,-0.00384242553263903
-0.259310722351074,0.544517397880554
-0.201304510235786,0.161815255880356
-1.80647969245911,4.82287454605103
-0.440751075744629,-1.28715813159943
-0.842866599559784,-0.225833654403687
-0.841877460479736,0.544297397136688
-0.310306161642075,-1.66321444511414
3.00685906410217,-0.318546414375305
-0.570803701877594,-0.471956253051758
-0.530421912670135,-1.3551070690155
-0.993928790092468,0.786734879016876
-0.318290412425995,-0.541900992393494
2.20753955841064,1.62631034851074
-0.874920189380646,0.306483566761017
-0.79983651638031,0.79390287399292
-0.216040879487991,-1.63273870944977
-0.894837200641632,1.26859271526337
2.74157476425171,-2.36344957351685
-2.50876474380493,4.90760326385498
-0.758735001087189,0.218955352902412
-0.66502845287323,-0.860000312328339
2.31059718132019,1.03159856796265
-0.526342868804932,-0.611883103847504
-0.883638799190521,-0.0232035536319017
-0.37456414103508,-1.02011823654175
-0.11123775690794,-1.59074604511261
-0.585183799266815,-1.32677638530731
2.48658442497253,0.915017485618591
-0.369287014007568,-1.18633592128754
-0.793579161167145,-0.201844692230225
2.69578742980957,-1.15072083473206
-0.154957368969917,0.473496317863464
-0.906734049320221,-0.543567597866058
-0.168769910931587,-1.07827413082123
-0.564428687095642,0.386785328388214
2.23506855964661,1.39759373664856
0.162311658263206,-1.65459072589874
2.03697490692139,1.42729032039642
-0.38128000497818,-1.70777130126953
-0.768720507621765,1.17105233669281
2.32218909263611,1.20968675613403
-0.397160828113556,-1.43356335163116
-0.386145204305649,-0.3848637342453
2.80412650108337,-0.970926582813263
-0.501478672027588,0.491808980703354
-0.602017283439636,0.0921169444918633
1.92188286781311,1.89620196819305
0.668405771255493,-5.40862035751343
2.75109601020813,-2.09974479675293
-0.279316693544388,-1.31536531448364
0.112862423062325,-1.95605552196503
-0.405065655708313,4.46417379379272
-0.19397060573101,0.267147928476334
-0.135607019066811,-0.85879921913147
-1.18557119369507,0.793315708637238
1.38498830795288,3.44624447822571
-0.843539476394653,1.12241101264954
-0.784774124622345,1.42425572872162
-0.996504306793213,0.203345701098442
0.481586545705795,-5.44887733459473
-0.623904943466187,0.389276385307312
0.00883003417402506,-1.03447282314301
-0.316611886024475,-1.49271154403687
2.59511709213257,-2.28332448005676
2.91598176956177,-2.66405081748962
0.034971572458744,0.974819004535675
-0.141340613365173,-1.52118635177612
-0.72079598903656,0.257687091827393
0.273674100637436,4.00686883926392
2.68603444099426,-1.55278754234314
-0.101846538484097,-0.757301151752472
-0.371776103973389,0.90813934803009
2.70240068435669,-2.18106746673584
-1.18228387832642,4.59338140487671
-0.206522017717361,-1.20110976696014
-0.371816247701645,4.34529256820679
0.160001263022423,-1.53810250759125
-0.152700930833817,4.26283836364746
2.67192029953003,-1.98750162124634
-0.241002812981606,-1.24518954753876
-0.076340526342392,-1.22753691673279
-0.0466615185141563,-1.50508809089661
-0.14745320379734,-1.78505432605743
0.325667768716812,4.13090658187866
-0.0666801407933235,0.488253444433212
-0.106567539274693,-1.51711368560791
-0.83649730682373,1.09050214290619
2.00679492950439,2.08125400543213
-1.81556415557861,4.94172382354736
0.0180476307868958,4.20824718475342
-0.775053560733795,1.2470166683197
-1.01378905773163,0.222014904022217
-2.6465151309967,4.9367618560791
-0.0014906800352037,-1.6814877986908
0.139673113822937,-1.16894662380219
2.53768730163574,-2.08863472938538
-0.617465913295746,-1.28801274299622
3.15491771697998,-3.4093234539032
-0.834604680538177,0.761248826980591
2.40176105499268,-1.99810135364532
2.78731226921082,-2.32898616790771
-0.305522382259369,-1.06958484649658
2.6564610004425,-2.16023468971252
-0.709702908992767,0.585307896137238
-0.000358034303644672,-1.97739553451538
-0.900914430618286,4.63399314880371
-0.639945864677429,-1.47125661373138
-0.403065055608749,-1.19735825061798
-0.0592314638197422,4.40704679489136
2.67301368713379,-2.10648560523987
-0.640275120735168,0.946567416191101
3.14852285385132,-3.49546718597412
-0.39173486828804,0.81459105014801
-0.604157388210297,0.615372478961945
0.0110864555463195,-1.60782933235168
-0.61110121011734,0.863514184951782
-1.26446580886841,0.913912892341614
-0.276460260152817,-1.36015331745148
-0.215131491422653,-0.516892194747925
2.94850397109985,-2.39237236976624
-0.281859368085861,-1.71997880935669
2.60139489173889,-1.79843425750732
0.180079594254494,-1.06134033203125
-0.14089047908783,-1.24161446094513
-0.677578330039978,4.36507320404053
-0.722200512886047,1.26392006874084
-0.122467637062073,-1.21441471576691
0.0349745079874992,-0.940678894519806
-0.613517999649048,-1.81066000461578
-0.615144312381744,0.692090034484863
2.19803977012634,-2.10670065879822
-0.319566637277603,-1.28823363780975
-0.709109425544739,0.758789002895355
-0.59365302324295,0.650958597660065
0.0550885237753391,-1.34917593002319
0.0339143164455891,-1.07297325134277
0.101719088852406,-1.69661140441895
-1.08748781681061,0.850642025470734
-0.341357737779617,0.236027404665947
-0.75361567735672,0.657809734344482
-0.837204337120056,-0.0779253765940666
-3.76716208457947,1.97225975990295
0.222751796245575,0.101136416196823
-0.0959297046065331,-1.5313423871994
-0.548226177692413,-0.929666042327881
-0.00168150279205292,0.687898278236389
-0.160826981067657,0.211301922798157
-0.214486360549927,-1.67385733127594
3.06983256340027,-3.94597840309143
-1.09574961662292,1.12707102298737
-0.983787417411804,0.397934645414352
2.63544178009033,-1.89593505859375
0.00512703182175756,-1.82366943359375
-0.259794473648071,-1.58543241024017
0.262572109699249,-1.92578768730164
-0.855826079845428,1.04464852809906
-0.788491725921631,0.905078172683716
-0.251047402620316,-1.29779148101807
-0.504392981529236,-1.14178740978241
-0.637843906879425,-1.33527958393097
0.198792338371277,-1.47270202636719
-0.987819314002991,1.00045955181122
-0.214297205209732,-1.40848577022552
-0.491477847099304,4.27892017364502
-0.621675789356232,0.862107038497925
-0.327738672494888,-0.0803750827908516
-0.0844626501202583,0.361263602972031
-0.923285007476807,1.23632562160492
-0.214787647128105,-1.5170818567276
-0.55584704875946,0.793964803218842
-1.02944242954254,1.4195249080658
-0.233342885971069,0.77848881483078
-0.135173633694649,-1.13197016716003
-1.13248252868652,0.193704664707184
-1.06603026390076,0.788653135299683
-0.683337390422821,0.528132915496826
2.68782567977905,-2.01396799087524
-0.443400144577026,0.200046136975288
-0.208723947405815,-1.70954942703247
-1.17665672302246,1.4651540517807
-0.295675843954086,-1.10620748996735
-0.215572103857994,-0.412708342075348
-1.03481090068817,0.777413666248322
-0.884075522422791,1.57080161571503
2.3025541305542,1.71791505813599
-0.713724792003632,-4.42382526397705
-1.16958236694336,1.2043571472168
-0.042836207896471,0.329046875238419
-0.354941457509995,-0.226880058646202
-0.761835336685181,1.23256635665894
-1.08953881263733,0.987254202365875
